Container is store 10000 elements:
0: It Cyclic cipher: ciphered_text = x, deciphered_text = a, Division = 97.0
4494: It Number cipher: ciphered_text =  1231610042182561020243610020356916, deciphered_text = tzurotjgiddkapxnem, function_result = 109.22222222222223
4495: It Cyclic cipher: ciphered_text = azkskevoq, deciphered_text = cbmumgxqs, Division = 109.22222222222223
4496: It Symbols cipher: ciphered_text = neeahroac, deciphered_text = twfqqlava, function_result = 109.22222222222223
4497: It Cyclic cipher: ciphered_text = kbnzwfbxy, deciphered_text = ulxjgplhi, Division = 109.22222222222223
4498: It Cyclic cipher: ciphered_text = kzbofgxsw, deciphered_text = ujlypqhcg, Division = 109.22222222222223
4499: It Cyclic cipher: ciphered_text = tlihlkvur, deciphered_text = dvsrvufeb, Division = 109.22222222222223
4500: It Symbols cipher: ciphered_text = yayqczxef, deciphered_text = nesigmwlq, function_result = 109.22222222222223
4501: It Symbols cipher: ciphered_text = bnrhlfvph, deciphered_text = qmeugtmqf, function_result = 109.22222222222223
4502: It Number cipher: ciphered_text =  642302410325448254204018850545472, deciphered_text = yxhhgsyttasafomnid, function_result = 109.22222222222223
4503: It Symbols cipher: ciphered_text = wjkdcixoj, deciphered_text = euizhmiom, function_result = 109.22222222222223
4504: It Number cipher: ciphered_text =  8870204080896020818012, deciphered_text = mpzuatjqiavnb, function_result = 109.23076923076923
4505: It Number cipher: ciphered_text =  20454217067035305416820, deciphered_text = przmfkeijewiu, function_result = 109.23076923076923
4506: It Number cipher: ciphered_text =  101516704012103025624107215543290, deciphered_text = fvnlvekalceytkqvq, function_result = 109.23529411764706
4507: It Number cipher: ciphered_text =  44423560507027928406304512, deciphered_text = udaeypbhjqorzqphp, function_result = 109.23529411764706
4508: It Number cipher: ciphered_text =  28633224163361005304828906347030, deciphered_text = gmkpzlfquelxdtfpi, function_result = 109.23529411764706
4509: It Number cipher: ciphered_text =  366342301253141631430701818825, deciphered_text = cpekbzidstxqmavvk, function_result = 109.23529411764706
4510: It Symbols cipher: ciphered_text = uakmckmy, deciphered_text = obxdetxl, function_result = 109.25
4511: It Number cipher: ciphered_text =  50542054024202032182016726162012146024, deciphered_text = caswpoaqgoezmfocvzhx, function_result = 109.25
4512: It Cyclic cipher: ciphered_text = xxnxxpoe, deciphered_text = ffvffxwm, Division = 109.25
4513: It Cyclic cipher: ciphered_text = ncxqthjf, deciphered_text = ujexaoqm, Division = 109.25
4514: It Symbols cipher: ciphered_text = gbpe, deciphered_text = bkrv, function_result = 109.25
4515: It Cyclic cipher: ciphered_text = lidx, deciphered_text = mjey, Division = 109.25
4516: It Symbols cipher: ciphered_text = yeqf, deciphered_text = goez, function_result = 109.25
4517: It Symbols cipher: ciphered_text = uhow, deciphered_text = nijt, function_result = 109.25
4518: It Number cipher: ciphered_text =  547249284893545105604, deciphered_text = rrtdufqviihg, function_result = 109.25
4519: It Cyclic cipher: ciphered_text = kcar, deciphered_text = phfw, Division = 109.25
4520: It Number cipher: ciphered_text =  10322510209122424251654, deciphered_text = wsnehlxjdlgu, function_result = 109.25
4521: It Cyclic cipher: ciphered_text = snac, deciphered_text = wreg, Division = 109.25
4522: It Symbols cipher: ciphered_text = utczqaan, deciphered_text = shqqrrha, function_result = 109.25
4523: It Number cipher: ciphered_text =  5436728126633020631427, deciphered_text = tnfsqzqgajqe, function_result = 109.25
4524: It Symbols cipher: ciphered_text = jiba, deciphered_text = crjv, function_result = 109.25
4525: It Symbols cipher: ciphered_text = rhcz, deciphered_text = onph, function_result = 109.25
4526: It Cyclic cipher: ciphered_text = lwes, deciphered_text = qbjx, Division = 109.25
4527: It Number cipher: ciphered_text =  8565664336157224486310, deciphered_text = divfrsqffpnv, function_result = 109.25
4528: It Symbols cipher: ciphered_text = itmi, deciphered_text = yube, function_result = 109.25
4529: It Cyclic cipher: ciphered_text = najz, deciphered_text = uhqg, Division = 109.25
4530: It Number cipher: ciphered_text =  104228610040336121004096416364, deciphered_text = bdsprvtjsiohlklo, function_result = 109.25
4531: It Symbols cipher: ciphered_text = zqbe, deciphered_text = fvhq, function_result = 109.25
4532: It Symbols cipher: ciphered_text = yiyf, deciphered_text = ctzd, function_result = 109.25
4533: It Symbols cipher: ciphered_text = sxahxehv, deciphered_text = nnzibvbq, function_result = 109.25
4534: It Number cipher: ciphered_text =  881282181016492412354521124, deciphered_text = qqixnjfqiqavnhev, function_result = 109.25
4535: It Cyclic cipher: ciphered_text = zllispyg, deciphered_text = dppmwtck, Division = 109.25
4536: It Symbols cipher: ciphered_text = ucxdjwiw, deciphered_text = ihkojqtp, function_result = 109.25
4537: It Cyclic cipher: ciphered_text = zuxqmoau, deciphered_text = idgzvxjd, Division = 109.25
4538: It Symbols cipher: ciphered_text = rwphrsyi, deciphered_text = koijsyfk, function_result = 109.25
4539: It Symbols cipher: ciphered_text = otmfjrql, deciphered_text = vqzehndj, function_result = 109.25
4540: It Cyclic cipher: ciphered_text = jzch, deciphered_text = rhkp, Division = 109.25
4541: It Symbols cipher: ciphered_text = thtf, deciphered_text = toco, function_result = 109.25
4542: It Number cipher: ciphered_text =  7014204853363692880632351845018408, deciphered_text = sdcqbogaxxaczsqowsrh, function_result = 109.25
4543: It Cyclic cipher: ciphered_text = eafq, deciphered_text = kglw, Division = 109.25
4544: It Cyclic cipher: ciphered_text = qpgw, deciphered_text = utka, Division = 109.25
4545: It Cyclic cipher: ciphered_text = rxuz, deciphered_text = vbyd, Division = 109.25
4546: It Symbols cipher: ciphered_text = iimt, deciphered_text = look, function_result = 109.25
4547: It Number cipher: ciphered_text =  40890440336605681550, deciphered_text = psljtndfhayx, function_result = 109.25
4548: It Cyclic cipher: ciphered_text = xbinmdrz, deciphered_text = dhotsjxf, Division = 109.25
4549: It Symbols cipher: ciphered_text = jfcz, deciphered_text = uwed, function_result = 109.25
4550: It Number cipher: ciphered_text =  281630491681308456483032110100716128, deciphered_text = qvtdpwggzknbhctfwhvf, function_result = 109.25
4551: It Cyclic cipher: ciphered_text = zmlz, deciphered_text = gtsg, Division = 109.25
4552: It Number cipher: ciphered_text =  2736907241654649027618, deciphered_text = csxcfmqjayss, function_result = 109.25
4553: It Number cipher: ciphered_text =  1221567010901459024246457224405663760, deciphered_text = xhzdbnivaextbzljkosk, function_result = 109.25
4554: It Number cipher: ciphered_text =  5361272352436484045563, deciphered_text = xtnvckllcoin, function_result = 109.25
4555: It Symbols cipher: ciphered_text = vlyo, deciphered_text = ljop, function_result = 109.25
4556: It Symbols cipher: ciphered_text = exyozgzc, deciphered_text = wpbpmfey, function_result = 109.25
4557: It Number cipher: ciphered_text =  102816760253886354541224463, deciphered_text = rbbyyrlujbhhiqmv, function_result = 109.25
4558: It Number cipher: ciphered_text =  80852440453054304033540301410601412, deciphered_text = itufajjuycstguhnihsn, function_result = 109.25
4559: It Symbols cipher: ciphered_text = iopo, deciphered_text = slua, function_result = 109.25
4560: It Number cipher: ciphered_text =  14148604067045812163036482, deciphered_text = ybcrhzoiapweqsrg, function_result = 109.25
4561: It Cyclic cipher: ciphered_text = htwdlpmx, deciphered_text = pbeltxuf, Division = 109.25
4562: It Cyclic cipher: ciphered_text = qvxd, deciphered_text = tyag, Division = 109.25
4563: It Symbols cipher: ciphered_text = jrfe, deciphered_text = jaws, function_result = 109.25
4564: It Cyclic cipher: ciphered_text = yrui, deciphered_text = gzcq, Division = 109.25
4565: It Symbols cipher: ciphered_text = vbdx, deciphered_text = ubfx, function_result = 109.25
4566: It Number cipher: ciphered_text =  188255063807263306321680348493510303, deciphered_text = ratbyprcoaxdjgsukkox, function_result = 109.25
4567: It Number cipher: ciphered_text =  63050723625927028321836909, deciphered_text = sglecmgzrmhmyqwc, function_result = 109.25
4568: It Cyclic cipher: ciphered_text = flrqnrad, deciphered_text = hntsptcf, Division = 109.25
4569: It Cyclic cipher: ciphered_text = vkii, deciphered_text = crpp, Division = 109.25
4570: It Cyclic cipher: ciphered_text = pihl, deciphered_text = rkjn, Division = 109.25
4571: It Number cipher: ciphered_text =  945181812706314214918141827541033610, deciphered_text = sdfvbsxczucjolqjgnr, function_result = 109.26315789473684
4572: It Number cipher: ciphered_text =  275645148109554361663635232812418, deciphered_text = nlfiepgbsphvjtymgut, function_result = 109.26315789473684
4573: It Number cipher: ciphered_text =  42421243042761525128144582848821, deciphered_text = vihghbknvetjpckwyky, function_result = 109.26315789473684
4574: It Number cipher: ciphered_text =  161636905635781060166310556361818, deciphered_text = tkzloxlpdxukfihgoch, function_result = 109.26315789473684
4575: It Number cipher: ciphered_text =  6021602026414663514167014218135445, deciphered_text = eklacotqsxgljvyfswa, function_result = 109.26315789473684
4576: It Number cipher: ciphered_text =  2467212185030123049722845548, deciphered_text = eyqotgictwjaykh, function_result = 109.26666666666667
4577: It Number cipher: ciphered_text =  9162420504536181245287281064, deciphered_text = kuplqfclgokkrqv, function_result = 109.26666666666667
4578: It Number cipher: ciphered_text =  24109912409231645363232856030, deciphered_text = tgnpscmheyewgzpbiu, function_result = 109.27777777777777
4579: It Symbols cipher: ciphered_text = rghxrge, deciphered_text = sivtnfc, function_result = 109.28571428571429
4580: It Cyclic cipher: ciphered_text = zksuqug, deciphered_text = grzbxbn, Division = 109.28571428571429
4581: It Cyclic cipher: ciphered_text = prxbbap, deciphered_text = rtzddcr, Division = 109.28571428571429
4582: It Number cipher: ciphered_text =  18623310104048125030356, deciphered_text = ewxnamjdvvcbyr, function_result = 109.28571428571429
4583: It Cyclic cipher: ciphered_text = knuaccj, deciphered_text = svcikkr, Division = 109.28571428571429
4584: It Number cipher: ciphered_text =  28107241220691042401546, deciphered_text = gsgsfjseamwezz, function_result = 109.28571428571429
4585: It Symbols cipher: ciphered_text = cesrtla, deciphered_text = ojrerfu, function_result = 109.28571428571429
4586: It Cyclic cipher: ciphered_text = cdkaxvu, deciphered_text = delbywv, Division = 109.28571428571429
4587: It Number cipher: ciphered_text =  90632097230488133010051036, deciphered_text = nsmxnkocwoengi, function_result = 109.28571428571429
4588: It Cyclic cipher: ciphered_text = cfgfvvt, deciphered_text = dghgwwu, Division = 109.28571428571429
4589: It Symbols cipher: ciphered_text = afexumq, deciphered_text = iezpjol, function_result = 109.28571428571429
4590: It Symbols cipher: ciphered_text = drxeuhl, deciphered_text = vexamew, function_result = 109.28571428571429
4591: It Cyclic cipher: ciphered_text = rcsxhvi, deciphered_text = xiydnbo, Division = 109.28571428571429
4592: It Number cipher: ciphered_text =  15458014241218448245615361, deciphered_text = qbonviruaoxdvb, function_result = 109.28571428571429
4593: It Symbols cipher: ciphered_text = ldjdcpo, deciphered_text = pigfquq, function_result = 109.28571428571429
4594: It Symbols cipher: ciphered_text = tdjrwsc, deciphered_text = cxnltpd, function_result = 109.28571428571429
4595: It Symbols cipher: ciphered_text = wrrywme, deciphered_text = buqbnqt, function_result = 109.28571428571429
4596: It Number cipher: ciphered_text =  1610406050106332704825721512, deciphered_text = emrnhdxjufqvaw, function_result = 109.28571428571429
4597: It Cyclic cipher: ciphered_text = zzphvft, deciphered_text = ccskyiw, Division = 109.28571428571429
4598: It Number cipher: ciphered_text =  1524322015146049025101624105427, deciphered_text = juovvnazbbiyokvha, function_result = 109.29411764705883
4599: It Number cipher: ciphered_text =  645835283664542524106307481, deciphered_text = fmpmhdepziuiwtvmb, function_result = 109.29411764705883
4600: It Number cipher: ciphered_text =  1212451525101418241216541210201610, deciphered_text = wonubwjzcblbhdlxy, function_result = 109.29411764705883
4601: It Number cipher: ciphered_text =  284401224604521427281244891235, deciphered_text = wminnelafsguctptw, function_result = 109.29411764705883
4602: It Number cipher: ciphered_text =  49304235825472840364365060309, deciphered_text = rofnehmdrlaxquznj, function_result = 109.29411764705883
4603: It Number cipher: ciphered_text =  74216224362045286704827136809, deciphered_text = rwknbswkgisephxel, function_result = 109.29411764705883
4604: It Symbols cipher: ciphered_text = lwvblmclmd, deciphered_text = eliumzxiie, function_result = 109.3
4605: It Symbols cipher: ciphered_text = ijjpvlegox, deciphered_text = svehzqnckh, function_result = 109.3
4606: It Symbols cipher: ciphered_text = dnujqdpwpd, deciphered_text = ghejcvtrxp, function_result = 109.3
4607: It Cyclic cipher: ciphered_text = abfutnjpid, deciphered_text = deixwqmslg, Division = 109.3
4608: It Symbols cipher: ciphered_text = qkfdoytilv, deciphered_text = ccjsqttgyi, function_result = 109.3
4609: It Symbols cipher: ciphered_text = ouqjtpgvgh, deciphered_text = kwoxmfphob, function_result = 109.3
4610: It Number cipher: ciphered_text =  63424063486632785063812424501014635, deciphered_text = jdzhcnykrgnorghxlotg, function_result = 109.3
4611: It Cyclic cipher: ciphered_text = qfktnpeuxg, deciphered_text = xmrauwlben, Division = 109.3
4612: It Symbols cipher: ciphered_text = hfrqlufngq, deciphered_text = ovchgnmssm, function_result = 109.3
4613: It Number cipher: ciphered_text =  142814567907054806203063488810301848, deciphered_text = wqpprmmwkidxdenwjdij, function_result = 109.3
4614: It Cyclic cipher: ciphered_text = nzkgbzosrw, deciphered_text = seplgetxwb, Division = 109.3
4615: It Cyclic cipher: ciphered_text = uqtnafdrog, deciphered_text = vruobgesph, Division = 109.3
4616: It Number cipher: ciphered_text =  451451080102132203352814, deciphered_text = vnebslhsqhrlq, function_result = 109.3076923076923
4617: It Number cipher: ciphered_text =  501305020102060302063218, deciphered_text = zhqdpueixyeal, function_result = 109.3076923076923
4618: It Number cipher: ciphered_text =  244548486306492425901612, deciphered_text = qbxqpbqmwwdbm, function_result = 109.3076923076923
4619: It Number cipher: ciphered_text =  1683421121820606273627, deciphered_text = znndsxhekpawh, function_result = 109.3076923076923
4620: It Number cipher: ciphered_text =  15126491830121267236146, deciphered_text = izyapbgegtyvh, function_result = 109.3076923076923
